#OTU ID	A101	A79	A92	A93	A110	A111	A112	A113	A114	A115	A11	A12	A13	A14	A15	A16	A17	A18	A19	A1	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A2	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A3	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A4	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A5	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A6	A70	A71	A72	A73	A74	A75	A76	A77	A78	A7	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A8	A90	A91	A94	A95	A96	A97	A98	A99	A9	A100	A102	A103	A104	A105	A106	A107	A108	A109	A10	Substrate_high_level	Name	EC_Number
CBM72	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	1	0	0	0	4	0	0	0	0	0	0	1	2	6	6	10	0	0	0	0	2	0	2	0	0	0	6	0	0	0	0	0	0	1	0	1	20	0	1	1	1	0	1	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	2	40	0	0	0	0	beta-glucan, xylan, and beta-mannan	Modules of 130-180 residues found at the C-terminus glycoside hydrolases from various families, sometimes as tandem repeats. The CBM72 found on an endoglucanase from an uncultivated microorganism was found to bind a broad spectrum of polysaccharides including soluble and insoluble cellulose, beta-1,3/1,4-mixed linked glucans, xylan, and beta-mannan [PMID=26765840].	NA
CBM73	1226	4652	494	2410	886	1280	1007	715	822	852	2020	1654	1930	2243	3209	4558	2199	655	1426	1062	1377	937	1195	1248	1870	1776	2148	1899	1755	1886	1508	1656	1869	1440	2341	1139	1800	2552	519	29	1743	1436	0	1053	1659	984	1204	1743	2213	2296	2046	1950	1889	1925	2494	2807	2382	2620	1960	1244	851	2575	2241	1221	2001	3507	3022	2198	1860	922	1498	791	1132	1018	1921	2260	2608	2271	1671	2212	765	1132	1748	4217	1386	2104	2213	2106	2269	2367	1843	1948	1270	1583	570	1999	1654	1488	2678	2992	2362	2057	1468	851	1025	1557	2642	1584	1229	1600	1301	0	0	1	1521	chitin	Modules of approx 65 residues found on various enzymes active of chitin. Chitin-binding function demonstrated for the Cellvibrio japonicus CjLPMO10A protein.	NA
CBM74	1	0	0	0	1	0	1	3	1	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	0	2	4	2	3	44	1	1	0	0	1	0	2	0	3	6	36	4	0	0	0	0	4	0	1	4	1	36	0	2	0	3	1	0	2	2	0	56	2	0	0	0	0	0	2	0	2	0	63	0	0	0	1	0	0	0	1	1	0	24	12	2	0	6	0	0	0	0	starch	Modules of approx. 300 residues appended to several alpha-amylases. The starch-binding function has been demonstrated for the CBM74 appended to the GH13 alpha-amylase of Microbacterium aureum B8.A	NA
CBM77	34	3	13	122	7	20	1	2	23	18	32	43	34	85	168	183	85	22	37	13	158	172	165	241	107	129	35	76	26	38	47	214	46	157	100	62	137	217	15	5	56	102	0	26	20	11	9	24	41	54	16	33	112	35	69	72	107	38	70	46	42	80	60	74	88	160	123	232	22	14	3	43	49	84	185	66	86	50	56	195	132	109	47	19	159	15	240	44	198	258	242	60	27	28	102	144	170	84	142	151	114	150	186	12	6	62	17	11	108	120	117	0	0	0	21	pectin	Pectin binding modules of approx. 110 residues. The Ruminococcus flavefaciens CBM77 was shown to bind various pectins of low degree of esterification.	NA
CBM78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	beta-glucan	Modules of approx. 150 residues appended to the C-terminus of GH5 and GH26 enzymes. So far found exclusively in Ruminococcal enzymes. The R. flavefaciens module has been shown to bind decorated beta-1,4-glucans with a preference for xyloglucan.	NA
CBM8	1940	4411	827	3268	1050	1853	2011	2155	2069	1834	3222	3198	3840	3049	3439	4472	2751	1248	1888	2622	3499	2243	3031	3071	3682	3264	4617	4133	3893	3270	2252	3083	2524	2260	3013	2740	4878	5148	1230	31	2440	4116	0	1624	2275	1424	1778	2085	5891	4026	4517	4896	3277	4713	2887	3458	3262	4043	2943	1666	1237	3582	2291	2396	3544	4107	5848	2495	2387	1408	1927	3099	4662	2818	3551	4162	3196	2607	2131	2864	1866	2010	2537	2604	2910	4951	3338	3782	3394	3772	3301	2898	1753	3341	933	3904	2350	2910	3793	4050	3339	2696	1468	1114	1906	1457	3636	2619	2584	2357	2502	5	0	2	2316	cellulose	The cellulose-binding module from a cellulase of the slime mold Dictyostelium discoideum has been experimentally shown to bind cellulose.	NA
CBM84	1131	3567	324	2186	326	1678	344	235	424	465	2757	1942	1939	2724	2960	3646	3152	1117	2363	1002	1929	1377	1681	1860	2366	1008	800	1276	1276	2455	1616	1550	1191	1109	2096	1480	2232	3497	991	30	895	1169	0	429	1971	2001	3026	1596	2722	3935	2812	2828	2775	3065	1812	1137	1656	1402	1457	810	471	1590	1534	2209	1150	2780	2797	1975	1606	682	1597	777	1264	1392	2707	1775	2265	2207	1825	1775	1026	1221	1647	1598	2883	1456	1241	508	1547	1425	1073	1820	737	1671	717	2180	1124	813	2599	2762	2087	1313	1626	292	841	626	2352	1564	1069	1336	1112	3	0	0	2005	xanthan	Modules of approx. 140 aminoacids appended to enzymes of different families of CAZymes. A xanthan-binding function was reported for the GH9 xanthanase of Paenibacillus nanensis by Moroz et al. ACS Catal., 2018, 8 (7), pp 6021-6034.	NA
CBM85	721	2532	324	2114	660	1871	591	1090	928	842	2760	2150	2711	1203	1474	2111	1324	461	976	617	1723	1142	1486	1484	1349	1767	2202	2560	1239	2592	694	1799	978	1197	1452	1116	2138	2654	549	15	1012	927	0	912	594	440	539	495	1357	1563	1182	1225	1004	1092	1283	965	1481	1417	1943	568	391	1080	829	853	733	2526	2164	1121	1193	458	469	451	557	789	922	918	1338	1166	1063	1366	468	788	1140	907	856	2256	1215	1465	1317	1211	1397	878	440	726	221	1039	848	1019	2374	2677	1986	1467	2597	520	2176	845	1246	729	788	958	784	0	0	0	1993	cellulose, xylan, beta-glucan, beta-mannan	Created after Fredriksen et al. (2019) PMID=30635385; binds to a broad range of glycans (cellulose, glucuronoxylan, b-1,3-1,4-glucan and glucomannan)	NA
CBM87	303	994	104	667	121	720	78	1587	951	807	1057	1016	1184	158	133	182	164	170	109	124	450	404	504	551	256	514	535	737	756	696	148	1150	1347	1221	218	300	407	366	94	11	323	298	0	193	546	522	352	232	89	176	53	119	526	101	355	527	397	397	287	269	139	833	525	274	748	172	116	114	296	157	246	118	121	103	828	225	136	139	107	165	444	344	385	215	679	306	175	1073	251	230	164	212	107	97	65	670	162	228	631	921	554	363	202	124	424	140	291	240	377	437	547	0	0	0	735	galactosaminogalactan	Binding to alpha-1,4-N-acetylgalactosamine-rich regions of galactosaminogalactan	NA
CBM88	500	730	199	363	194	298	271	237	342	264	441	509	375	552	422	569	625	217	568	468	351	316	326	320	285	401	374	593	479	549	488	372	847	356	675	502	656	744	678	47	1005	715	0	589	269	205	279	235	629	706	595	635	1667	650	1048	896	1274	601	990	396	261	1015	837	609	1033	640	864	514	696	296	436	296	402	389	1738	455	629	502	484	507	1041	982	555	461	1432	1490	160	245	216	198	147	389	976	379	112	1540	497	719	367	484	352	340	879	200	256	397	902	444	812	1109	999	3	0	0	302	galactoxyloglucan and galactomannan	Binding to terminal galactose in galactoxyloglucan and galactomannan	NA
CBM9	12804	20014	4641	10544	6125	9462	7439	6622	8442	7938	13919	12187	11618	12098	11445	14723	10634	5183	8074	7271	14717	10513	12568	13455	17568	11851	11453	11278	11614	13886	9765	16543	12687	11737	13299	12011	16796	18052	9177	359	16753	8787	0	11129	12325	7624	9707	9287	22431	21475	19161	19433	17471	18254	15633	13054	18530	13465	15718	7395	5068	14526	9894	13375	13282	12603	14616	8843	11399	6803	11762	7715	11440	10697	18319	13413	12960	11313	10177	11774	13822	14829	20711	17131	18613	19102	12139	10665	13482	14645	12749	13846	8416	13628	4781	16248	9605	11237	12365	13935	10382	9171	10789	5855	6780	8760	18245	15024	9451	13563	12686	26	0	14	9831	cellulose	Modules of approx. 170 residues found so far only in xylanases. The cellulose-binding function has been demonstrated in one case.	NA
CBM92	22146	24952	6764	18988	7126	11614	6755	11897	12730	10706	18722	19640	18489	17726	18156	23809	16788	8090	13821	17506	15094	12097	13082	15256	12437	20673	18870	24338	18456	18608	20028	16880	12401	12164	26455	23040	26288	33693	11786	652	27650	19581	0	16928	15481	9514	14925	13781	29239	25270	22865	26740	24480	25043	29940	28749	34300	30187	26108	12399	8575	29214	19188	14985	19789	25174	23704	14808	16186	11918	14949	12254	18740	16627	26067	20543	18939	17162	14288	16841	17481	17994	20972	22007	23407	27895	13325	15178	14704	15345	17051	20272	11887	18557	5822	28709	17646	19483	20593	23607	16925	15524	12308	7375	9666	11929	27182	25388	17688	23042	21722	16	0	28	12892	carrageenan, beta-glucan	Carrageenan binding activity was reported for the module of Cgk16A protein in Wenyingzhuangia sp. OF219 (AST13124.1) [PubMed=35830544]	NA
CBM93	4213	7166	1267	7518	2007	3524	1711	3665	3156	2868	6737	6307	5816	4865	5120	6037	3723	1665	2858	4342	5153	3809	4260	4535	7860	5381	4173	5587	4814	6476	3840	4991	2273	3410	7126	5351	6388	7910	3631	159	7713	4298	0	4539	3605	2407	2952	2933	6354	4909	5136	5649	5624	5760	7354	6416	6867	7538	6529	2725	1762	5800	4318	4137	4722	4102	4570	3185	5341	2122	3381	3859	5588	3985	5393	5554	5454	4618	4135	5448	4181	4475	5272	4287	5442	4476	3726	2985	3801	4030	5517	4769	3967	5986	1948	6242	3161	3683	8215	9271	6923	4676	5094	2476	3221	3657	6275	5968	4407	4970	6190	5	0	6	4684	host glycan	Modules of approx. 160 residues with broad specificity glycan-binding properties, located at the N-terminus of GH33 sialidases.	NA
CBM94	40	19	8	0	0	0	0	0	0	0	0	0	1	43	18	62	10	1	9	47	0	0	0	0	0	8	2	0	10	0	30	0	8	4	99	169	171	273	0	0	3	79	0	2	0	0	0	2	9	6	1	19	0	16	32	67	56	57	74	0	0	3	1	1	0	102	193	19	22	3	9	24	21	6	1	24	4	4	1	6	0	0	1	32	1	356	0	10	0	1	0	0	0	0	0	1	10	21	0	0	0	0	0	0	0	0	19	13	42	25	22	0	0	0	0	host glycan	Modules of approx. 150 residues found at the C-terminus of the GT54 in eukaryotes. Involved in N-glycosylation by the binding of N-Acetylglucosamine	NA
CBM96	17349	32417	7198	31613	10668	19956	12727	12724	14514	13639	32824	33509	30126	21740	23220	29227	18814	8539	15120	18442	31966	26253	28126	32722	28766	29123	26066	27482	23838	32738	21646	31114	18472	22672	29831	24896	30934	35818	14838	798	32500	24323	3	21875	22884	15914	20383	19931	31876	31074	26206	29870	34784	28157	33473	34979	38367	36039	31760	14514	9611	34421	23792	24394	30605	24140	24870	17647	20886	12589	21869	21129	30368	22414	35037	32019	26194	22543	18434	24578	20498	21025	24016	26974	34490	29224	30195	22677	32014	33333	30091	26128	16769	26650	8075	34384	20237	23645	34507	38742	29595	26619	23862	10941	14848	15490	31082	23489	20489	25694	30778	23	0	30	22474	alginate	Modules found with a large diversity of GH and PL families	NA
CBM97	1	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	2	0	0	3	0	0	1	1	0	0	0	14	0	1	1	0	1	0	0	3	2	0	0	1	0	0	2	0	3	4	0	2	1	4	4	4	0	1	0	0	0	1	0	1	1	4	3	0	2	4	50	21	6	0	0	0	0	0	0	0	2	0	1	5	0	1	0	0	3	1	3	0	0	2	2	0	0	0	3	0	0	0	3	0	0	0	0	0	pectin	Modules found in Bacteroidota, in the multimodular β-L-arabinofuranosidase/β-glucuronidase/CBM57 proteins involved in RGII breakdown	NA
CE11	37004	67411	16867	59871	22958	48206	28101	31629	33789	31937	72817	64935	66574	49435	53688	64930	38939	21689	31173	30791	61764	49022	56125	63164	59684	49389	48886	54386	46293	68181	40128	66670	44293	49402	52021	44484	61522	69764	29637	1322	55389	42500	0	38747	48070	29273	39646	37608	57159	55495	48257	54970	59624	51296	61550	64914	70397	65848	61187	25233	19639	61102	41558	37792	48121	54605	60889	37530	46702	28382	48298	33360	47545	38985	61474	57397	58725	45018	41787	50318	42390	42286	46607	54695	60791	65204	58169	42358	59485	62057	57836	59271	35292	55895	19660	63349	40522	42418	66793	76912	57676	45721	49823	21881	33049	29880	57075	45358	38213	50657	49892	52	0	60	51189	exo-polysaccharide	UDP-3-0-acyl N-acetylglucosamine deacetylase	3.5.1.108
CE13	404	2276	163	39	215	144	170	233	308	408	29	290	380	300	315	403	502	198	379	228	85	69	56	60	80	448	736	749	568	66	289	70	278	75	534	440	474	748	175	8	256	241	0	125	554	488	815	522	1494	1336	1341	1507	363	1010	575	490	855	622	432	190	171	527	373	338	330	374	540	260	262	256	421	280	415	369	437	589	593	500	516	589	415	500	842	943	287	555	64	674	65	98	128	634	474	1042	216	336	237	223	40	129	88	469	34	95	120	131	834	435	375	515	214	0	0	2	26	pectin	pectin acetylesterase	3.1.1.-
CE15	5509	12892	2114	7817	4931	8526	5395	6615	6376	6026	12415	9519	11110	8081	8467	10112	6248	2126	3845	4347	12214	8693	10762	11239	9393	10828	8606	10870	7286	9466	5022	12695	7855	8889	12263	9022	11047	14667	4486	241	10696	7889	0	6632	4844	2972	4778	4108	6610	6654	5988	6429	10252	6622	12551	12018	14031	12525	12582	3453	2734	8019	6451	6847	6739	8553	8869	5512	6776	3509	4961	5938	8041	5896	10092	8164	8579	7306	6111	9538	5817	6220	7370	7455	11712	8616	9588	7395	10205	10405	11672	7402	5595	6665	2704	11823	6172	7061	8735	10722	8252	7681	7636	3540	6024	6019	9092	7029	7959	9020	9374	9	0	4	8297	lignin	4-O-methyl-glucuronoyl methylesterase	3.5.1.-
CE16	12272	25783	5868	18553	6460	14626	6380	9700	11217	10114	20900	20191	20954	17231	19157	22610	14324	7203	10639	13675	19583	15426	17850	20036	24393	20486	18304	20708	19813	21984	12798	18276	13384	14823	17036	16095	21330	22714	14643	636	27596	15003	1	20664	18900	11367	13956	16140	23091	21209	19192	21447	19610	20770	19147	20263	23362	22348	20971	9098	6954	21684	15677	13179	18828	17694	19317	13691	14028	8914	15897	10339	15639	14849	19833	17588	16243	14036	13657	16217	16983	17248	20222	18437	19804	21785	15365	14062	16913	17016	16496	16696	10405	17231	5408	23063	12474	11946	21218	24046	18040	16888	14357	7602	9490	11473	20355	14101	14645	19102	18351	28	4	22	15465	xylan	acetylesterase (active on various carbohydrate acetylesters)	3.1.1.6
CE17	47	2	9	1	25	12	14	6	12	10	1	53	10	16	19	11	21	27	9	39	6	7	5	7	4	151	107	146	110	11	58	2	57	9	343	107	117	135	49	5	324	54	0	152	58	33	34	61	72	102	87	72	322	106	219	252	302	215	266	61	75	137	65	85	85	49	23	18	21	21	9	5	55	23	475	84	39	20	32	19	349	216	87	27	213	56	5	51	2	3	13	73	273	132	3	168	19	22	1	6	6	74	2	8	20	30	53	81	164	237	96	0	0	0	3	beta-mannan	acetylmannan esterase	3.1.1.-
CE19	1786	5075	868	2257	1877	2753	1354	2313	2761	2451	3968	3304	3133	3993	3480	5308	3459	979	2735	2422	3142	1858	2929	2891	3273	1968	1869	2284	2086	2567	1996	2643	3050	2177	4295	2665	3936	4603	1455	52	4499	3599	0	2779	1423	1004	1786	1527	3338	2817	2801	2712	2540	2794	3582	3036	3494	3380	3161	1328	1145	3456	2855	1492	3203	3968	5954	2255	3619	1215	2592	2873	3961	2752	2668	3805	3914	3192	3168	3826	1886	1883	1900	2414	2221	4849	3736	1516	4069	4162	3540	2920	3317	3465	1241	2735	1815	2555	2420	3090	2361	1942	1469	1335	3142	1839	2823	1779	2231	3222	2733	2	0	2	2840	pectin	Family created after Bamford and coworkers [PMID=28329766] demonstrated the pectin methylesterase activity of BT1017 protein from Bacteroides thetaiotaomicron VPI-5482	NA
CE2	584	2303	743	778	483	639	478	1221	1409	1044	1171	1190	1339	595	565	738	671	512	582	1201	884	1044	737	962	966	1068	920	1388	751	1111	1991	1083	2058	1498	1399	1141	1526	1773	883	31	1635	1159	0	1018	1913	885	1342	1239	4330	2525	3254	3750	1837	3776	2743	2470	2608	2316	1701	1220	739	3444	2076	1453	3358	438	509	794	1455	1004	1692	517	835	898	1656	980	1248	1127	1095	1160	802	1109	1771	1517	1599	1615	393	778	398	469	530	912	551	897	407	2765	1355	1455	844	1021	800	1392	619	414	478	689	1730	601	1686	1518	1637	3	0	4	761	xylan	acetyl xylan esterase	3.1.1.72
CE20	3167	6450	1638	7732	1741	5236	1170	3405	2807	2743	8294	6430	7396	6225	7032	7935	4547	1673	3435	3785	4667	3314	4116	4577	2997	5243	6531	5945	5156	8369	3612	5573	3638	4218	3880	3299	5493	6189	2521	109	4802	4748	0	3069	2788	1669	2517	2764	4235	5083	3644	4269	4493	4250	6493	4335	5394	4189	4882	2584	2046	5295	4391	2624	4065	5081	6258	3354	4231	2324	3394	2887	3956	3425	4807	4879	5591	3712	4424	4827	3159	3371	4043	5495	4314	5160	3852	5197	3943	3959	3878	4782	2831	4042	1901	5491	3369	4553	8477	8878	6941	5549	7626	1717	4204	3002	4949	3393	3119	4588	4356	5	0	10	5792	xyloglucan	xyloglucan acetylesterase (XAC1771)	3.1.1.6
CE3	2850	7599	1067	4768	1407	2591	1638	3251	2884	2633	4496	4873	4102	5197	5232	6909	3813	1604	2503	3978	5694	3539	4671	4707	4609	4464	3908	4141	3752	4042	3620	5675	3887	3890	6656	4210	6827	8810	2743	111	6152	6428	0	3813	3829	1991	2978	2812	3843	3503	3417	3695	6031	3514	6822	6697	7845	7762	6476	3739	2826	10820	6129	3389	8044	4788	5769	3412	4523	1869	5513	2918	3419	2600	5648	5132	6314	4883	4300	5046	3443	3459	4990	5226	5120	6332	6061	3227	5724	6330	5495	4937	3472	4302	2548	8354	3388	3950	4906	6125	4485	4394	3107	2110	2392	2101	4821	3007	4208	5435	7243	4	0	6	3003	xylan	acetyl xylan esterase	3.1.1.72
CE6	11460	22067	5843	21459	8515	15672	9260	14152	12783	11055	21399	21693	20358	14962	16729	18651	10881	5754	8112	9433	21699	17039	18846	20761	22481	15392	14682	15799	13955	23508	9762	20080	15475	14595	17665	15902	16874	20790	10598	494	21274	12338	0	13469	10445	5863	7744	8035	16705	16283	14365	15110	15906	14222	18672	18777	20708	21471	18737	7282	5595	17238	12831	9911	13707	12344	14517	9740	11083	7650	10299	9584	14064	11418	17620	15498	15611	11316	11571	13640	10763	11672	14199	14136	15044	19959	19610	13214	20584	21131	19451	14256	8807	14022	4375	18391	10848	11411	24365	26569	19569	15626	15469	6646	9522	10151	17053	14267	11577	16751	15022	14	0	6	15123	xylan	acetyl xylan esterase	3.1.1.72
CE8	81573	150092	39803	124669	47244	90820	48483	67142	74647	69377	137914	130640	126796	115401	128728	153740	97844	52249	75662	81439	124511	98437	110278	126227	117161	119768	108347	115972	109410	141861	91894	131640	98643	100114	131586	125980	139163	167306	76688	3530	150682	101859	2	107315	115947	75559	100813	107911	137346	125479	109191	126914	132406	117757	134950	142985	163531	143210	145187	61595	46424	148893	95235	87053	115395	123556	127452	91662	107082	65989	108039	86652	120316	101452	137272	132085	120287	97451	92547	109436	97212	95624	111823	123105	132275	137616	112171	92799	117461	125315	119019	121701	78944	126644	57335	144483	90233	92882	142031	158641	120538	101151	106539	46732	61978	66679	127707	95914	90846	118695	109659	150	5	128	97183	pectin	pectin methylesterase	3.1.1.11
CE9	61013	129390	30454	88897	35183	70516	41019	59104	61137	56251	108878	103824	101571	93197	100316	118827	72685	35648	56183	61885	95052	75896	85647	96626	93507	99655	90395	95643	96519	106092	70705	101989	80011	79032	115202	96885	120824	146828	53785	2552	115733	80675	2	73077	80382	48465	65445	70288	101555	95341	82687	95288	97959	89277	109343	113991	132988	117881	112918	44250	33347	106581	70533	64378	77155	103591	115648	66461	82749	48257	85231	66917	101465	78635	103188	106218	104510	81311	73545	91754	77334	77754	93154	85359	101489	117916	86990	76576	93233	98443	93829	101919	59476	105521	33715	103491	71251	75948	97607	112602	85832	76529	74812	33130	51519	48347	90586	70104	68733	95667	93779	111	0	71	76578	host glycan	N-acetylglucosamine 6-phosphate deacetylase	3.5.1.25
GH100	3858	7089	1639	3623	1532	3520	1624	2401	2720	2575	4284	5520	4840	4214	6003	6710	3590	1907	2249	2125	6444	4551	5373	5963	7354	6683	5772	6229	6134	6253	2876	4886	3962	3814	4559	4247	4731	5085	2712	136	5655	3274	0	3514	3316	2078	2713	2615	5855	5149	4365	4997	4623	4764	5401	6343	6588	7189	5266	2055	1642	5036	2951	2935	3464	5341	6053	3729	5008	2798	4045	3186	4294	3446	4996	5038	4152	3170	3160	4032	3319	3419	3846	4269	4865	6404	5979	5128	5832	6409	5812	3858	2400	3990	1415	4607	3892	4387	4235	5111	4034	4977	3895	1897	2578	3225	4636	4900	3240	4588	4620	5	0	1	3007	sucrose	alkaline and neutral invertase	3.2.1.26
GH101	18660	42518	10837	25022	11928	20291	11735	14833	16371	15347	29666	28879	29443	31306	37562	42614	25168	16894	19873	23757	23663	19643	21533	24990	21405	29887	28661	32547	29979	32325	29078	28297	24402	23175	37145	32407	40449	49735	20027	847	41553	30267	0	28680	28021	22120	30066	28546	34560	32485	27162	32715	35096	30891	35223	35490	40506	36367	34337	16365	13686	36312	23697	24379	31252	39915	38529	28336	26886	17822	28275	21454	27864	27461	36705	30303	33896	28177	26926	32972	25234	25107	28480	30637	35611	30686	22243	23107	24648	26257	26656	30375	22270	30241	15931	39770	26499	26411	28387	31751	25046	26270	21908	11305	16044	14239	31237	21857	22412	29722	28923	23	1	27	20215	host glycan	endo-alpha-N-acetylgalactosaminidase	3.2.1.97
GH102	1785	4697	756	3490	1367	3222	2661	2239	2290	2209	5821	4525	4194	2672	2319	3938	2078	901	1745	1509	3786	2982	3781	4141	2299	2237	1767	1723	1911	4818	1367	4773	3092	3687	1999	1934	2284	2168	1588	70	4083	1440	0	2552	2509	1176	1949	1811	3099	3935	2938	3103	4457	2823	3274	2897	3395	2866	3099	1462	1174	2409	2209	3224	2573	1788	2584	1441	4184	1641	3207	1895	2771	1998	4846	4099	4329	3338	2380	2361	2576	2775	3808	4813	4374	4598	3009	1244	3224	3299	2922	4218	2332	3475	955	4355	1542	1286	4140	4643	3606	2862	3156	1666	2022	1789	2992	2469	1924	2379	2704	3	0	0	4256	peptidoglycan	peptidoglycan lytic transglycosylase	3.2.1.-
GH103	14352	25569	6638	21862	13117	20737	21188	22050	20369	19697	26449	22642	24071	17310	19145	23075	14664	9595	11851	12415	26776	19345	24586	26208	22069	17929	18222	18866	17368	23742	13664	31878	21343	25939	19064	16262	21209	24550	10544	371	20249	17903	0	13848	16565	13450	17161	14363	21383	24874	19430	20475	21838	19715	22118	19828	22800	18974	19539	10665	8919	19355	15185	16991	16244	18696	21467	14024	14817	11615	18053	12409	17944	14386	22245	19082	18326	14078	15425	18608	15782	15639	17958	17109	21418	22773	27307	17257	27767	29976	27482	17055	11506	17268	6243	23975	14612	15941	24309	28444	21699	17274	19330	14494	16147	14029	24885	17903	14883	18453	18101	15	0	19	18665	peptidoglycan	peptidoglycan lytic transglycosylase	3.2.1.-
GH104	4667	7460	1956	10875	2356	7417	3031	2596	3138	2919	12400	8510	9847	7594	8992	9770	5123	2611	3818	4713	8865	5494	7526	7524	10852	10155	8992	9449	11200	11733	4368	9978	4347	6413	4941	5400	6593	7830	4385	259	8674	6687	0	6579	5263	2799	4179	4056	6388	5514	4997	7446	5808	5633	5650	5432	6364	6725	7481	2597	1829	6438	4075	3687	3442	9225	10569	4468	6097	3139	5466	4874	7200	5844	5747	7545	6954	5230	5138	6068	4948	5079	5439	6799	5937	8587	9174	7371	9440	9620	9315	6948	3656	7401	2625	5961	4606	4999	11296	13002	9886	7099	7903	1463	3720	3059	7222	6298	4373	4967	4054	7	0	8	8381	peptidoglycan	peptidoglycan lytic transglycosylase	3.2.1.-
GH107	22	181	6	349	14	391	10	0	1	5	359	228	200	97	73	52	36	10	23	10	77	62	49	81	35	85	81	34	4	1423	11	28	4	12	14	18	48	42	4	0	0	66	0	0	9	8	3	27	36	17	39	32	2	56	28	69	21	296	12	3	3	3	1	0	0	66	52	22	160	45	68	37	12	25	2	17	26	13	12	29	6	10	24	6	2	55	98	1	96	79	70	35	26	15	29	0	96	147	348	331	261	177	323	10	44	60	63	23	45	40	29	0	0	0	212	fucoidan	endo-alpha-1,4-L-fucanase	3.2.1.212
GH108	2077	3986	735	2945	1038	2845	1158	2298	2084	1939	3334	3355	3525	2052	2396	3414	1674	645	1062	1918	3038	2418	2873	3533	3412	3978	3951	3865	3173	4820	1375	2827	1766	1863	2961	2590	3924	5164	2363	103	4995	2830	0	3685	1464	724	823	1240	1660	2090	1560	2050	3528	2062	3141	2794	3442	2449	4153	1380	946	3631	2161	1847	3660	3680	4668	2068	2417	1220	1768	808	1256	1220	3591	1751	3072	2408	2125	2545	2221	2318	1991	2017	3261	4668	2734	2766	2763	2762	2999	2569	2035	2152	770	4282	1478	1404	3445	4141	3220	3061	4182	809	1833	1516	2793	2973	2188	2704	2211	4	0	2	2447	peptidoglycan	N-acetylmuramidase	3.2.1.17
GH111	123	756	44	20	17	43	39	7	10	11	21	33	34	1094	621	1273	900	85	797	193	112	133	91	140	24	50	70	51	134	79	115	38	37	34	377	251	434	768	698	35	1340	188	0	593	404	98	333	292	224	338	322	261	89	279	132	180	237	181	100	90	69	74	94	70	48	650	1161	248	210	122	147	277	396	179	72	999	892	745	322	521	100	71	222	1039	161	759	7	41	18	4	18	819	317	554	109	59	210	213	37	32	21	8	132	15	8	19	196	110	68	100	192	0	0	0	22	host glycan	keratan sulfate hydrolase (endo-beta-N-acetylglucosaminidase)	3.2.1.-
GH113	6207	13921	3867	11405	3708	6352	2960	5332	6518	5532	11216	11946	11970	12405	12214	12932	8491	4684	7483	7346	11366	8738	9661	10550	15487	9325	11438	11155	9584	11376	9562	8748	8266	6700	8419	8929	13914	13976	6964	333	10790	11404	0	8156	6592	5338	8603	7722	11636	9768	8965	11192	11056	10669	10084	10252	12398	10463	11613	4814	3633	13353	8297	5833	12443	9921	11702	7589	10608	6401	10295	7991	11310	9101	11240	10336	9292	7432	6738	9247	7804	7534	6878	6713	10176	12377	10672	10669	11055	11891	11435	7702	6862	8711	4075	13358	11765	13079	12891	14909	11645	10736	8020	3224	4984	5308	10043	7660	6522	9691	7348	12	0	14	7955	beta-mannan	beta-mannanase	3.2.1.78
GH114	4867	16156	2205	11857	2981	7638	3587	4730	6035	5820	13834	11938	11249	9669	9788	12888	8028	3828	6635	5047	9948	8772	9027	10972	8405	8287	6235	8795	5977	14250	6372	11147	6149	8059	9574	7220	10495	12017	8453	408	15089	7113	1	10202	12954	6750	8373	10681	13143	11959	11122	12557	11026	12334	10427	9748	12890	9295	13143	4407	3170	10750	6822	6328	7909	10733	10449	7590	7949	4371	8896	6230	10286	8931	10903	11261	9993	9614	7909	8921	9043	8713	9682	11853	10729	7960	8368	5397	9796	10065	8698	14681	6574	13924	4374	12268	6373	5324	13891	14614	10615	7582	8778	3419	4507	6757	9343	5479	5891	8312	8424	12	0	13	9829	alpha-mannan	endo-alpha-1,4-polygalactosaminidase	3.2.1.109
